Niño,Grupo,Edad,Emparejamiento_emocion_RC,Emparejamiento_emocion_TR,Memoria_emocion_RC,Memoria_emocion_TR,Emparejamiento_identidad_RC,Emparejamiento_identidad_TR,Memoria_identidad_RC,Memoria_identidad_TR,emocion emp,emocion mem,pre/post,Tipo emp emoción,Omisión emp emoción,Comisión emp emoción,Tipo mem emoción,Omisión mem emoción,Comisión mem emoción,Tipo emp identidad,Omisión emp identidad,Comisión emp identidad,Tipo mem identidad,Omisión mem identidad,Comisión mem identidad
MBO9M,Grupo identidad,9,1,1.964697721,1,1.225738399,1,3.126168344,1,0.983322094,Tristeza,Enojo,Pre,Acierto,0,0,Acierto,0,0,Acierto,0,0,Acierto,0,0
MBO9M,Grupo identidad,9,1,3.610794733,1,1.276835623,1,2.243349045,1,1.030238779,Enojo,Alegría,Pre,Acierto,0,0,Acierto,0,0,Acierto,0,0,Acierto,0,0
MBO9M,Grupo identidad,9,1,2.56700879,1,1.535937975,1,2.117252741,1,1.196660938,Tristeza,Alegría,Post,Acierto,0,0,Acierto,0,0,Acierto,0,0,Acierto,0,0
MBO9M,Grupo identidad,9,1,2.352010272,1,1.503478518,1,2.008711506,1,0.827983012,Alegría,Tristeza,Post,Acierto,0,0,Acierto,0,0,Acierto,0,0,Acierto,0,0
MBO9M,Grupo identidad,9,1,1.801558519,1,1.250773333,1,2.366097778,1,0.676169876,Alegría,Alegría,Post,Acierto,0,0,Acierto,0,0,Acierto,0,0,Acierto,0,0
MBO9M,Grupo identidad,9,0,3.392256395,1,1.049816889,1,1.210097383,0,,Tristeza,Tristeza,Post,Comisión,0,100,Acierto,0,0,Acierto,0,0,Omisión,100,0
MBO9M,Grupo identidad,9,1,2.287444543,1,1.758928197,1,1.732572049,1,0.758467951,Enojo,Enojo,Post,Acierto,0,0,Acierto,0,0,Acierto,0,0,Acierto,0,0
MBO9M,Grupo identidad,9,0,2.320088494,0,,1,1.66562805,1,1.258059062,Enojo,Tristeza,Post,Comisión,0,100,Omisión,100,0,Acierto,0,0,Acierto,0,0
MBO9M,Grupo identidad,9,1,1.360362272,0,,1,2.295474173,0,,Alegría,Alegría,Post,Acierto,0,0,Omisión,100,0,Acierto,0,0,Omisión,100,0
MBO9M,Grupo identidad,9,1,1.70281284,1,1.74118558,1,2.788973432,1,1.477170173,Enojo,Enojo,Post,Acierto,0,0,Acierto,0,0,Acierto,0,0,Acierto,0,0
MBO9M,Grupo identidad,9,1,2.38979121,1,1.159187358,1,1.570095802,1,1.140340938,Alegría,Alegría,Post,Acierto,0,0,Acierto,0,0,Acierto,0,0,Acierto,0,0
MBO9M,Grupo identidad,9,1,3.165234568,0,1.899001284,1,2.425465679,1,1.916365432,Alegría,Tristeza,Post,Acierto,0,0,Comisión,0,100,Acierto,0,0,Acierto,0,0
MBO9M,Grupo identidad,9,0,,1,1.488965531,1,2.554282272,1,1.376791309,Tristeza,Alegría,Post,Omisión,100,0,Acierto,0,0,Acierto,0,0,Acierto,0,0
MBO9M,Grupo identidad,9,0,3.391962864,1,1.331326025,1,1.738352198,0,1.485519407,Alegría,Alegría,Post,Comisión,0,100,Acierto,0,0,Acierto,0,0,Comisión,0,100
MBO9M,Grupo identidad,9,1,3.332696494,1,1.048567704,1,3.482100938,1,1.123121778,Enojo,Alegría,Post,Acierto,0,0,Acierto,0,0,Acierto,0,0,Acierto,0,0
MBO9M,Grupo identidad,9,1,2.03510321,0,,1,1.591763358,1,0.742625185,Tristeza,Enojo,Post,Acierto,0,0,Omisión,100,0,Acierto,0,0,Acierto,0,0
MBO9M,Grupo identidad,9,0,1.847784296,1,1.93190242,0,1.220777876,1,1.02364563,Enojo,Alegría,Post,Comisión,0,100,Acierto,0,0,Comisión,0,100,Acierto,0,0
MBO9M,Grupo identidad,9,1,2.10563121,0,,1,2.953761975,1,0.805950025,Alegría,Enojo,Post,Acierto,0,0,Omisión,100,0,Acierto,0,0,Acierto,0,0
MBO9M,Grupo identidad,9,0,2.783511704,1,1.258856296,1,2.174658765,1,0.966567111,Enojo,Tristeza,Post,Comisión,0,100,Acierto,0,0,Acierto,0,0,Acierto,0,0
MBO9M,Grupo identidad,9,0,1.775849086,1,1.611865284,1,1.508839506,1,1.224822914,Enojo,Tristeza,Post,Comisión,0,100,Acierto,0,0,Acierto,0,0,Acierto,0,0
MBO9M,Grupo identidad,9,1,2.339354469,0,1.41263842,1,1.419493926,1,1.100082963,Tristeza,Enojo,Post,Acierto,0,0,Comisión,0,100,Acierto,0,0,Acierto,0,0
MBO9M,Grupo identidad,9,1,2.313456593,0,1.735188938,1,2.286120691,1,1.249585778,Enojo,Enojo,Post,Acierto,0,0,Comisión,0,100,Acierto,0,0,Acierto,0,0
MBO9M,Grupo identidad,9,1,1.907376198,0,,1,2.259847111,1,0.760217679,Tristeza,Enojo,Post,Acierto,0,0,Omisión,100,0,Acierto,0,0,Acierto,0,0
MBO9M,Grupo identidad,9,0,3.780556642,1,1.008634864,1,2.461545086,1,0.649321482,Tristeza,Tristeza,Post,Comisión,0,100,Acierto,0,0,Acierto,0,0,Acierto,0,0
MBO9M,Grupo identidad,9,0,3.504184099,1,1.263706469,1,1.480088889,1,0.697784889,Tristeza,Enojo,Post,Comisión,0,100,Acierto,0,0,Acierto,0,0,Acierto,0,0
MBO9M,Grupo identidad,9,0,,1,1.965086025,0,,0,0.958949926,Alegría,Alegría,Post,Omisión,100,0,Acierto,0,0,Omisión,100,0,Comisión,0,100
MBO9M,Grupo identidad,9,1,2.254842469,1,1.295011556,1,1.741548247,1,0.635675654,Enojo,Tristeza,Post,Acierto,0,0,Acierto,0,0,Acierto,0,0,Acierto,0,0
MBO9M,Grupo identidad,9,0,,1,1.920442074,1,2.348793679,1,1.430357333,Alegría,Tristeza,Post,Omisión,100,0,Acierto,0,0,Acierto,0,0,Acierto,0,0
MBO9M,Grupo identidad,9,1,2.937902222,0,1.272017383,1,2.628774716,0,1.190483358,Tristeza,Enojo,Post,Acierto,0,0,Comisión,0,100,Acierto,0,0,Comisión,0,100
MBO9M,Grupo identidad,9,0,,1,1.00994884,1,1.506935308,1,1.000164346,Alegría,Tristeza,Post,Omisión,100,0,Acierto,0,0,Acierto,0,0,Acierto,0,0
MBO9M,Grupo identidad,9,1,1.896649481,0,,1,1.256754173,1,1.223922963,Tristeza,Enojo,Post,Acierto,0,0,Omisión,100,0,Acierto,0,0,Acierto,0,0
MBO9M,Grupo identidad,9,1,1.678942025,1,0.942755161,1,1.120264691,1,1.030425679,Enojo,Alegría,Post,Acierto,0,0,Acierto,0,0,Acierto,0,0,Acierto,0,0
SFN10M,Grupo identidad,10,1,3.80285811,0,,1,3.27482318,1,1.287645684,Tristeza,Alegría,Pre,Acierto,0,0,Omisión,100,0,Acierto,0,0,Acierto,0,0
SFN10M,Grupo identidad,10,1,1.977189558,1,1.658896207,1,2.186862791,1,1.198092012,Alegría,Tristeza,Pre,Acierto,0,0,Acierto,0,0,Acierto,0,0,Acierto,0,0
SFN10M,Grupo identidad,10,0,3.084844146,0,,1,2.306208427,1,1.685218348,Alegría,Alegría,Pre,Comisión,0,100,Omisión,100,0,Acierto,0,0,Acierto,0,0
